ordinal;breakdown;lane;rank;heat;points;scoredisplay;time;workoutrank;competitorid;Number of Records
2;;0;CUT;0;0;;;CUT;555634;1
3;;0;CUT;0;0;;;CUT;555634;1
4;;0;CUT;0;0;;;CUT;555634;1
5;;0;CUT;0;0;;;CUT;555634;1
6;;0;CUT;0;0;;;CUT;555634;1
7;;0;CUT;0;0;;;CUT;555634;1
8;;0;CUT;0;0;;;CUT;555634;1
9;;0;CUT;0;0;;;CUT;555634;1
10;;0;CUT;0;0;;;CUT;555634;1
11;;0;CUT;0;0;;;CUT;555634;1
12;;0;CUT;0;0;;;CUT;555634;1
1;-58 pts;47;133;1;-58;CAP+40;CAP+40;133;1306552;1
2;;0;CUT;0;0;;;CUT;1306552;1
3;;0;CUT;0;0;;;CUT;1306552;1
4;;0;CUT;0;0;;;CUT;1306552;1
5;;0;CUT;0;0;;;CUT;1306552;1
6;;0;CUT;0;0;;;CUT;1306552;1
7;;0;CUT;0;0;;;CUT;1306552;1
8;;0;CUT;0;0;;;CUT;1306552;1
9;;0;CUT;0;0;;;CUT;1306552;1
10;;0;CUT;0;0;;;CUT;1306552;1
11;;0;CUT;0;0;;;CUT;1306552;1
12;;0;CUT;0;0;;;CUT;1306552;1
1;-59 pts;32;134T;1;-59;CAP+41 ;CAP+41;134T;1122311;1
2;;0;CUT;0;0;;;CUT;1122311;1
3;;0;CUT;0;0;;;CUT;1122311;1
4;;0;CUT;0;0;;;CUT;1122311;1
5;;0;CUT;0;0;;;CUT;1122311;1
6;;0;CUT;0;0;;;CUT;1122311;1
7;;0;CUT;0;0;;;CUT;1122311;1
8;;0;CUT;0;0;;;CUT;1122311;1
9;;0;CUT;0;0;;;CUT;1122311;1
10;;0;CUT;0;0;;;CUT;1122311;1
11;;0;CUT;0;0;;;CUT;1122311;1
12;;0;CUT;0;0;;;CUT;1122311;1
1;-59 pts;43;134T;1;-59;CAP+41 ;CAP+41;134T;457993;1
2;;0;CUT;0;0;;;CUT;457993;1
3;;0;CUT;0;0;;;CUT;457993;1
4;;0;CUT;0;0;;;CUT;457993;1
5;;0;CUT;0;0;;;CUT;457993;1
6;;0;CUT;0;0;;;CUT;457993;1
7;;0;CUT;0;0;;;CUT;457993;1
8;;0;CUT;0;0;;;CUT;457993;1
9;;0;CUT;0;0;;;CUT;457993;1
10;;0;CUT;0;0;;;CUT;457993;1
11;;0;CUT;0;0;;;CUT;457993;1
12;;0;CUT;0;0;;;CUT;457993;1
1;-59 pts;20;134T;1;-59;CAP+41 ;CAP+41;134T;253911;1
2;;0;CUT;0;0;;;CUT;253911;1
3;;0;CUT;0;0;;;CUT;253911;1
4;;0;CUT;0;0;;;CUT;253911;1
5;;0;CUT;0;0;;;CUT;253911;1
6;;0;CUT;0;0;;;CUT;253911;1
7;;0;CUT;0;0;;;CUT;253911;1
8;;0;CUT;0;0;;;CUT;253911;1
9;;0;CUT;0;0;;;CUT;253911;1
10;;0;CUT;0;0;;;CUT;253911;1
11;;0;CUT;0;0;;;CUT;253911;1
12;;0;CUT;0;0;;;CUT;253911;1
1;-59 pts;35;134T;1;-59;CAP+41 ;CAP+41;134T;425160;1
2;;0;CUT;0;0;;;CUT;425160;1
3;;0;CUT;0;0;;;CUT;425160;1
4;;0;CUT;0;0;;;CUT;425160;1
5;;0;CUT;0;0;;;CUT;425160;1
6;;0;CUT;0;0;;;CUT;425160;1
7;;0;CUT;0;0;;;CUT;425160;1
8;;0;CUT;0;0;;;CUT;425160;1
9;;0;CUT;0;0;;;CUT;425160;1
10;;0;CUT;0;0;;;CUT;425160;1
11;;0;CUT;0;0;;;CUT;425160;1
12;;0;CUT;0;0;;;CUT;425160;1
1;-63 pts;24;138T;1;-63;CAP+42 ;CAP+42;138T;199533;1
2;;0;CUT;0;0;;;CUT;199533;1
3;;0;CUT;0;0;;;CUT;199533;1
4;;0;CUT;0;0;;;CUT;199533;1
5;;2;CUT;1;0;;;CUT;199533;1
6;;0;CUT;0;0;;;CUT;199533;1
7;;0;CUT;0;0;;;CUT;199533;1
8;;0;CUT;0;0;;;CUT;199533;1
9;;0;CUT;0;0;;;CUT;199533;1
10;;0;CUT;0;0;;;CUT;199533;1
11;;0;CUT;0;0;;;CUT;199533;1
12;;0;CUT;0;0;;;CUT;199533;1
1;-63 pts;7;138T;1;-63;CAP+42 ;CAP+42;138T;96918;1
2;;0;CUT;0;0;;;CUT;96918;1
3;;0;CUT;0;0;;;CUT;96918;1
4;;0;CUT;0;0;;;CUT;96918;1
5;;0;CUT;0;0;;;CUT;96918;1
6;;0;CUT;0;0;;;CUT;96918;1
7;;0;CUT;0;0;;;CUT;96918;1
8;;0;CUT;0;0;;;CUT;96918;1
9;;0;CUT;0;0;;;CUT;96918;1
10;;0;CUT;0;0;;;CUT;96918;1
11;;0;CUT;0;0;;;CUT;96918;1
12;;0;CUT;0;0;;;CUT;96918;1
1;-63 pts;21;138T;1;-63;CAP+42 ;CAP+42;138T;464588;1
2;;0;CUT;0;0;;;CUT;464588;1
3;;0;CUT;0;0;;;CUT;464588;1
4;;0;CUT;0;0;;;CUT;464588;1
5;;0;CUT;0;0;;;CUT;464588;1
6;;0;CUT;0;0;;;CUT;464588;1
7;;0;CUT;0;0;;;CUT;464588;1
8;;0;CUT;0;0;;;CUT;464588;1
9;;0;CUT;0;0;;;CUT;464588;1
10;;0;CUT;0;0;;;CUT;464588;1
11;;0;CUT;0;0;;;CUT;464588;1
12;;0;CUT;0;0;;;CUT;464588;1
1;-63 pts;1;138T;1;-63;CAP+42 ;CAP+42;138T;1095623;1
2;;0;CUT;0;0;;;CUT;1095623;1
3;;0;CUT;0;0;;;CUT;1095623;1
4;;0;CUT;0;0;;;CUT;1095623;1
5;;0;CUT;0;0;;;CUT;1095623;1
6;;0;CUT;0;0;;;CUT;1095623;1
7;;0;CUT;0;0;;;CUT;1095623;1
8;;0;CUT;0;0;;;CUT;1095623;1
9;;0;CUT;0;0;;;CUT;1095623;1
10;;0;CUT;0;0;;;CUT;1095623;1
11;;0;CUT;0;0;;;CUT;1095623;1
12;;0;CUT;0;0;;;CUT;1095623;1
1;-63 pts;4;138T;1;-63;CAP+42 ;CAP+42;138T;839047;1
2;;0;CUT;0;0;;;CUT;839047;1
3;;0;CUT;0;0;;;CUT;839047;1
4;;0;CUT;0;0;;;CUT;839047;1
5;;0;CUT;0;0;;;CUT;839047;1
6;;0;CUT;0;0;;;CUT;839047;1
7;;0;CUT;0;0;;;CUT;839047;1
8;;0;CUT;0;0;;;CUT;839047;1
9;;0;CUT;0;0;;;CUT;839047;1
10;;0;CUT;0;0;;;CUT;839047;1
11;;0;CUT;0;0;;;CUT;839047;1
12;;0;CUT;0;0;;;CUT;839047;1
1;;34;CUT;3;0;;;CUT;18543;1
2;;0;CUT;0;0;;;CUT;18543;1
3;;0;CUT;0;0;;;CUT;18543;1
4;;0;CUT;0;0;;;CUT;18543;1
5;;1;CUT;1;0;;;CUT;18543;1
6;;0;CUT;0;0;;;CUT;18543;1
7;;0;CUT;0;0;;;CUT;18543;1
8;;0;CUT;0;0;;;CUT;18543;1
9;;0;CUT;0;0;;;CUT;18543;1
10;;0;CUT;0;0;;;CUT;18543;1
11;;0;CUT;0;0;;;CUT;18543;1
12;;0;CUT;0;0;;;CUT;18543;1
1;;8;WD;1;0;;;WD;1382942;1
2;;0;WD;0;0;;;WD;1382942;1
3;;0;WD;0;0;;;WD;1382942;1
4;;0;WD;0;0;;;WD;1382942;1
5;;0;WD;0;0;;;WD;1382942;1
6;;0;WD;0;0;;;WD;1382942;1
7;;0;WD;0;0;;;WD;1382942;1
8;;0;WD;0;0;;;WD;1382942;1
9;;0;WD;0;0;;;WD;1382942;1
10;;0;WD;0;0;;;WD;1382942;1
11;;0;WD;0;0;;;WD;1382942;1
12;;0;WD;0;0;;;WD;1382942;1
1;100 pts;23;1;3;100;16:56,6;16:56,6;1;163097;1
2;78 pts;20;12;2;78;06:59,8;06:59,8;12;163097;1
3;98 pts;24;2;1;98;27:11,2;27:11,2;2;163097;1
4;67 pts;10;12;2;67;01:47,7;01:47,7;12;163097;1
5;88 pts;8;4;2;88;656 rep;656;4;163097;1
6;90 pts;1;3;1;90;18 pt;18;3;163097;1
7;100 pts;5;1;1;100;14:07,1;14:07,1;1;163097;1
8;100 pts;10;1;1;100;265.0 lb;265;1;163097;1
9;100 pts;1;1;1;100;25:12,3;25:12,3;1;163097;1
10;70 pts;3;4;2;70;05:44,6;05:44,6;4;163097;1
11;80 pts;3;3;2;80;03:14,0;03:14,0;3;163097;1
12;100 pts;5;1;1;100;08:25,1;08:25,1;1;163097;1
1;88 pts;27;7;3;88;CAP+2;CAP+2;7;120480;1
2;90 pts;17;6;2;90;06:43,3;06:43,3;6;120480;1
3;96 pts;27;3;1;96;27:12,2;27:12,2;3;120480;1
4;46 pts;11;19;2;46;02:00,5;02:00,5;19;120480;1
5;96 pts;7;2;2;96;675 rep;675;2;120480;1
6;100 pts;3;1;1;100;20 pt;20;1;120480;1
7;60 pts;6;5;1;60;16:10,9;16:10,9;5;120480;1
8;60 pts;9;5;1;60;225.0 lb;225;5;120480;1
9;50 pts;2;6;1;50;30:17,6;30:17,6;6;120480;1
10;80 pts;4;3;2;80;05:43,7;05:43,7;3;120480;1
11;40 pts;4;7;2;40;03:49,1;03:49,1;7;120480;1
12;70 pts;6;4;1;70;09:38,3;09:38,3;4;120480;1
1;96 pts;24;3;3;96;19:00,7;19:00,7;3;264512;1
2;54 pts;19;24;2;54;07:41,9;07:41,9;24;264512;1
3;58 pts;30;22;1;58;30:30,8;30:30,8;22;264512;1
4;91 pts;5;4;2;91;01:35,7;01:35,7;4;264512;1
5;92 pts;6;3;2;92;664 rep;664;3;264512;1
6;80 pts;4;5;1;80;16 pt;16;5;264512;1
7;70 pts;4;4;1;70;15:32,0;15:32,0;4;264512;1
8;50 pts;8;6;1;50;220.0 lb;220;6;264512;1
9;70 pts;3;4;1;70;28:32,2;28:32,2;4;264512;1
10;50 pts;2;6;2;50;05:52,2;05:52,2;6;264512;1
11;50 pts;2;6;2;50;03:35,6;03:35,6;6;264512;1
12;90 pts;7;2;1;90;09:14,7;09:14,7;2;264512;1
1;60 pts;32;21;3;60;CAP+9;CAP+9;21;55121;1
2;82 pts;10;10;2;82;06:58,4;06:58,4;10;55121;1
3;92 pts;31;5;1;92;27:52,6;27:52,6;5;55121;1
4;30 pts;13;26;2;30;02:07,8;02:07,8;26;55121;1
5;60 pts;1;11;2;60;590 rep;590;11;55121;1
6;60 pts;11;9;1;60;12 pt;12;9;55121;1
7;80 pts;1;3;1;80;15:10,1;15:10,1;3;55121;1
8;70 pts;6;4;1;70;230.0 lb;230;4;55121;1
9;30 pts;5;8;1;30;32:37,0;32:37,0;8;55121;1
10;100 pts;1;1;2;100;05:09,9;05:09,9;1;55121;1
11;100 pts;1;1;2;100;02:53,3;02:53,3;1;55121;1
12;20 pts;4;9;1;20;10:56,2;10:56,2;9;55121;1
1;98 pts;22;2;3;98;18:16,4;18:16,4;2;305891;1
2;96 pts;21;3;2;96;06:32,2;06:32,2;3;305891;1
3;76 pts;25;13;1;76;29:26,0;29:26,0;13;305891;1
4;49 pts;9;18;2;49;01:59,4;01:59,4;18;305891;1
5;100 pts;10;1;2;100;695 rep;695;1;305891;1
6;25 pts;2;16;1;25;5 pt;5;16;305891;1
7;90 pts;7;2;1;90;14:34,7;14:34,7;2;305891;1
8;30 pts;7;8;1;30;0.0 lb;0;8;305891;1
9;40 pts;4;7;1;40;31:34,7;31:34,7;7;305891;1
10;40 pts;5;7;2;40;05:54,1;05:54,1;7;305891;1
11;10 pts;5;10;2;10;CAP+8;CAP+8;10;305891;1
12;60 pts;2;5;1;60;09:47,1;09:47,1;5;305891;1
1;94 pts;12;4;3;94;19:00,7;19:00,7;4;671666;1
2;66 pts;22;18;2;66;07:20,4;07:20,4;18;671666;1
3;90 pts;28;6;1;90;28:34,9;28:34,9;6;671666;1
4;14 pts;12;34;2;14;02:28,8;02:28,8;34;671666;1
5;72 pts;15;8;2;72;605 rep;605;8;671666;1
6;75 pts;9;6;1;75;15 pt;15;6;671666;1
7;50 pts;3;6;1;50;17:28,3;17:28,3;6;671666;1
8;10 pts;5;10;1;10;0.0 lb;0;10;671666;1
9;90 pts;8;2;1;90;28:18,5;28:18,5;2;671666;1
10;60 pts;3;5;1;60;05:45,5;05:45,5;5;671666;1
11;60 pts;3;5;1;60;03:33,5;03:33,5;5;671666;1
12;30 pts;3;8;1;30;10:40,0;10:40,0;8;671666;1
1;64 pts;30;19;3;64;CAP+9;CAP+9;19;174547;1
2;94 pts;11;4;2;94;06:37,0;06:37,0;4;174547;1
3;72 pts;29;15;1;72;29:30,4;29:30,4;15;174547;1
4;100 pts;7;1;2;100;01:29,1;01:29,1;1;174547;1
5;16 pts;9;25;2;16;486 rep;486;25;174547;1
6;30 pts;6;15;1;30;6 pt;6;15;174547;1
7;10 pts;10;10;1;10;CAP+17;CAP+17;10;174547;1
8;90 pts;1;2;1;90;260.0 lb;260;2;174547;1
9;60 pts;7;5;1;60;28:32,5;28:32,5;5;174547;1
10;30 pts;2;8;1;30;06:00,5;06:00,5;8;174547;1
11;90 pts;2;2;1;90;03:06,8;03:06,8;2;174547;1
12;50 pts;8;6;1;50;10:04,8;10:04,8;6;174547;1
1;78 pts;22;12;2;78;CAP+8;CAP+8;12;592472;1
2;30 pts;26;45;2;30;08:55,3;08:55,3;45;592472;1
3;86 pts;14;8;1;86;28:43,1;28:43,1;8;592472;1
4;70 pts;18;11;2;70;01:47,0;01:47,0;11;592472;1
5;80 pts;8;6;1;80;609 rep;609;6;592472;1
6;55 pts;8;10;1;55;11 pt;11;10;592472;1
7;40 pts;9;7;1;40;17:54,9;17:54,9;7;592472;1
8;20 pts;4;9;1;20;0.0 lb;0;9;592472;1
9;80 pts;10;3;1;80;28:26,6;28:26,6;3;592472;1
10;90 pts;4;2;1;90;05:38,2;05:38,2;2;592472;1
11;20 pts;4;9;1;20;04:00,0;04:00,0;9;592472;1
12;10 pts;9;10;1;10;10:57,1;10:57,1;10;592472;1
1;80 pts;43;11;2;80;CAP+8;CAP+8;11;252900;1
2;50 pts;15;26;2;50;07:49,6;07:49,6;26;252900;1
3;56 pts;34;23;1;56;30:47,2;30:47,2;23;252900;1
4;85 pts;1;6;2;85;01:41,8;01:41,8;6;252900;1
5;84 pts;13;5;2;84;627 rep;627;5;252900;1
6;45 pts;5;12;1;45;9 pt;9;12;252900;1
7;20 pts;2;9;1;20;CAP+10;CAP+10;9;252900;1
8;80 pts;2;3;1;80;230.0 lb;230;3;252900;1
9;10 pts;6;10;1;10;38:58,3;38:58,3;10;252900;1
10;20 pts;5;9;1;20;06:11,8;06:11,8;9;252900;1
11;30 pts;5;8;1;30;03:59,1;03:59,1;8;252900;1
12;80 pts;10;3;1;80;09:34,3;09:34,3;3;252900;1
1;74 pts;10;14;3;74;CAP+8;CAP+8;14;19501;1
2;60 pts;27;21;2;60;07:28,4;07:28,4;21;19501;1
3;54 pts;33;24;1;54;30:51,6;30:51,6;24;19501;1
4;79 pts;2;8;2;79;01:45,2;01:45,2;8;19501;1
5;49 pts;14;14;2;49;574 rep;574;14;19501;1
6;85 pts;12;4;1;85;17 pt;17;4;19501;1
7;30 pts;8;8;1;30;19:21,0;19:21,0;8;19501;1
8;40 pts;3;7;1;40;215.0 lb;215;7;19501;1
9;20 pts;9;9;1;20;32:43,0;32:43,0;9;19501;1
10;10 pts;1;10;1;10;CAP;CAP;10;19501;1
11;70 pts;1;4;1;70;03:16,4;03:16,4;4;19501;1
12;40 pts;1;7;1;40;10:35,0;10:35,0;7;19501;1
1;58 pts;18;22;3;58;CAP+9;CAP+9;22;349097;1
2;100 pts;31;1;2;100;06:16,2;06:16,2;1;349097;1
3;46 pts;22;28;1;46;31:16,7;31:16,7;28;349097;1
4;88 pts;4;5;2;88;01:36,9;01:36,9;5;349097;1
5;19 pts;11;24;2;19;491 rep;491;24;349097;1
6;65 pts;14;8;1;65;13 pt;13;8;349097;1
7;;0;CUT;0;0;;;CUT;349097;1
8;;0;CUT;0;0;;;CUT;349097;1
9;;0;CUT;0;0;;;CUT;349097;1
10;;0;CUT;0;0;;;CUT;349097;1
11;;0;CUT;0;0;;;CUT;349097;1
12;;0;CUT;0;0;;;CUT;349097;1
1;90 pts;25;6;3;90;CAP+1;CAP+1;6;18588;1
2;92 pts;23;5;2;92;06:37,8;06:37,8;5;18588;1
3;20 pts;26;41;1;20;33:16,8;33:16,8;41;18588;1
4;64 pts;17;13;2;64;01:47,8;01:47,8;13;18588;1
5;64 pts;2;10;2;64;591 rep;591;10;18588;1
6;40 pts;10;13;1;40;8 pt;8;13;18588;1
7;;0;CUT;0;0;;;CUT;18588;1
8;;0;CUT;0;0;;;CUT;18588;1
9;;0;CUT;0;0;;;CUT;18588;1
10;;0;CUT;0;0;;;CUT;18588;1
11;;0;CUT;0;0;;;CUT;18588;1
12;;0;CUT;0;0;;;CUT;18588;1
1;42 pts;19;33;3;42;CAP+11;CAP+11;33;239148;1
2;37 pts;4;38;2;37;08:34,5;08:34,5;38;239148;1
3;66 pts;7;18;1;66;29:59,1;29:59,1;18;239148;1
4;82 pts;6;7;1;82;01:42,9;01:42,9;7;239148;1
5;43 pts;6;16T;1;43;549 rep;549;16T;239148;1
6;95 pts;19;2;1;95;19 pt;19;2;239148;1
7;;0;CUT;0;0;;;CUT;239148;1
8;;0;CUT;0;0;;;CUT;239148;1
9;;0;CUT;0;0;;;CUT;239148;1
10;;0;CUT;0;0;;;CUT;239148;1
11;;0;CUT;0;0;;;CUT;239148;1
12;;0;CUT;0;0;;;CUT;239148;1
1;82 pts;16;10;3;82;CAP+7;CAP+7;10;37537;1
2;62 pts;25;20;2;62;07:25,2;07:25,2;20;37537;1
3;70 pts;20;16;1;70;29:35,5;29:35,5;16;37537;1
4;73 pts;15;10;2;73;01:47,0;01:47,0;10;37537;1
5;28 pts;5;21;2;28;516 rep;516;21;37537;1
6;50 pts;13;11;1;50;10 pt;10;11;37537;1
7;;0;CUT;0;0;;;CUT;37537;1
8;;0;CUT;0;0;;;CUT;37537;1
9;;0;CUT;0;0;;;CUT;37537;1
10;;0;CUT;0;0;;;CUT;37537;1
11;;0;CUT;0;0;;;CUT;37537;1
12;;0;CUT;0;0;;;CUT;37537;1
1;70 pts;16;16;2;70;CAP+9;CAP+9;16;591912;1
2;84 pts;28;9;2;84;06:56,3;06:56,3;9;591912;1
3;64 pts;21;19;1;64;30:11,9;30:11,9;19;591912;1
4;58 pts;14;15;2;58;01:52,5;01:52,5;15;591912;1
5;10 pts;12;27;2;10;473 rep;473;27;591912;1
6;70 pts;18;7;1;70;14 pt;14;7;591912;1
7;;0;CUT;0;0;;;CUT;591912;1
8;;0;CUT;0;0;;;CUT;591912;1
9;;0;CUT;0;0;;;CUT;591912;1
10;;0;CUT;0;0;;;CUT;591912;1
11;;0;CUT;0;0;;;CUT;591912;1
12;;0;CUT;0;0;;;CUT;591912;1
1;62 pts;29;20;3;62;CAP+9;CAP+9;20;168305;1
2;98 pts;30;2;2;98;06:28,9;06:28,9;2;168305;1
3;74 pts;23;14;1;74;29:29,4;29:29,4;14;168305;1
4;36 pts;8;23;2;36;02:03,7;02:03,7;23;168305;1
5;76 pts;3;7;2;76;607 rep;607;7;168305;1
6;5 pts;7;20;1;5;1 pt;1;20;168305;1
7;;0;CUT;0;0;;;CUT;168305;1
8;;0;CUT;0;0;;;CUT;168305;1
9;;0;CUT;0;0;;;CUT;168305;1
10;;0;CUT;0;0;;;CUT;168305;1
11;;0;CUT;0;0;;;CUT;168305;1
12;;0;CUT;0;0;;;CUT;168305;1
1;56 pts;21;23;3;56;CAP+9;CAP+9;23;103389;1
2;80 pts;9;11;2;80;06:59,3;06:59,3;11;103389;1
3;80 pts;18;11;1;80;29:17,9;29:17,9;11;103389;1
4;40 pts;6;21;2;40;02:02,8;02:02,8;21;103389;1
5;52 pts;9;13;1;52;584 rep;584;13;103389;1
6;20 pts;16;17;1;20;4 pt;4;17;103389;1
7;;0;CUT;0;0;;;CUT;103389;1
8;;0;CUT;0;0;;;CUT;103389;1
9;;0;CUT;0;0;;;CUT;103389;1
10;;0;CUT;0;0;;;CUT;103389;1
11;;0;CUT;0;0;;;CUT;103389;1
12;;0;CUT;0;0;;;CUT;103389;1
1;86 pts;35;8;3;86;CAP+6;CAP+6;8;2536;1
2;26 pts;24;49;2;26;09:15,0;09:15,0;49;2536;1
3;94 pts;36;4;1;94;27:22,5;27:22,5;4;2536;1
4;34 pts;16;24;2;34;02:06,2;02:06,2;24;2536;1
5;68 pts;7;9;1;68;598 rep;598;9;2536;1
6;10 pts;15;19;1;10;2 pt;2;19;2536;1
7;;0;CUT;0;0;;;CUT;2536;1
8;;0;CUT;0;0;;;CUT;2536;1
9;;0;CUT;0;0;;;CUT;2536;1
10;;0;CUT;0;0;;;CUT;2536;1
11;;0;CUT;0;0;;;CUT;2536;1
12;;0;CUT;0;0;;;CUT;2536;1
1;21 pts;3;54;1;21;CAP+20;CAP+20;54;484380;1
2;74 pts;11;14;1;74;07:03,2;07:03,2;14;484380;1
3;100 pts;40;1;1;100;27:09,2;27:09,2;1;484380;1
4;76 pts;3;9;2;76;01:46,0;01:46,0;9;484380;1
5;31 pts;4;20;2;31;527 rep;527;20;484380;1
6;15 pts;17;18;1;15;3 pt;3;18;484380;1
7;;0;CUT;0;0;;;CUT;484380;1
8;;0;CUT;0;0;;;CUT;484380;1
9;;0;CUT;0;0;;;CUT;484380;1
10;;0;CUT;0;0;;;CUT;484380;1
11;;0;CUT;0;0;;;CUT;484380;1
12;;0;CUT;0;0;;;CUT;484380;1
1;35 pts;26;40;3;35;CAP+19;CAP+19;40;8859;1
2;68 pts;18;17;1;68;07:17,7;07:17,7;17;8859;1
3;84 pts;38;9;1;84;28:43,1;28:43,1;9;8859;1
4;26 pts;19;28;2;26;02:09,3;02:09,3;28;8859;1
5;46 pts;13;15;1;46;565 rep;565;15;8859;1
6;35 pts;20;14;1;35;7 pt;7;14;8859;1
7;;0;CUT;0;0;;;CUT;8859;1
8;;0;CUT;0;0;;;CUT;8859;1
9;;0;CUT;0;0;;;CUT;8859;1
10;;0;CUT;0;0;;;CUT;8859;1
11;;0;CUT;0;0;;;CUT;8859;1
12;;0;CUT;0;0;;;CUT;8859;1
1;72 pts;33;15;3;72;CAP+8;CAP+8;15;239442;1
2;52 pts;13;25;2;52;07:47,5;07:47,5;25;239442;1
3;42 pts;16;30;1;42;31:32,4;31:32,4;30;239442;1
4;52 pts;9;17;1;52;01:56,4;01:56,4;17;239442;1
5;37 pts;4;18;1;37;546 rep;546;18;239442;1
6;;0;CUT;0;0;;;CUT;239442;1
7;;0;CUT;0;0;;;CUT;239442;1
8;;0;CUT;0;0;;;CUT;239442;1
9;;0;CUT;0;0;;;CUT;239442;1
10;;0;CUT;0;0;;;CUT;239442;1
11;;0;CUT;0;0;;;CUT;239442;1
12;;0;CUT;0;0;;;CUT;239442;1
1;17 pts;20;58;3;17;CAP+22;CAP+22;58;698210;1
2;72 pts;9;15;1;72;07:09,9;07:09,9;15;698210;1
3;82 pts;9;10;1;82;29:15,8;29:15,8;10;698210;1
4;61 pts;11;14;1;61;01:52,4;01:52,4;14;698210;1
5;22 pts;10;23;1;22;499 rep;499;23;698210;1
6;;0;CUT;0;0;;;CUT;698210;1
7;;0;CUT;0;0;;;CUT;698210;1
8;;0;CUT;0;0;;;CUT;698210;1
9;;0;CUT;0;0;;;CUT;698210;1
10;;0;CUT;0;0;;;CUT;698210;1
11;;0;CUT;0;0;;;CUT;698210;1
12;;0;CUT;0;0;;;CUT;698210;1
1;84 pts;45;9;3;84;CAP+6;CAP+6;9;21556;1
2;47 pts;16;28;2;47;07:51,7;07:51,7;28;21556;1
3;52 pts;17;25;1;52;30:57,7;30:57,7;25;21556;1
4;18 pts;10;32;1;18;02:19,5;02:19,5;32;21556;1
5;43 pts;14;16T;1;43;549 rep;549;16T;21556;1
6;;0;CUT;0;0;;;CUT;21556;1
7;;0;CUT;0;0;;;CUT;21556;1
8;;0;CUT;0;0;;;CUT;21556;1
9;;0;CUT;0;0;;;CUT;21556;1
10;;0;CUT;0;0;;;CUT;21556;1
11;;0;CUT;0;0;;;CUT;21556;1
12;;0;CUT;0;0;;;CUT;21556;1
1;68 pts;24;17;2;68;CAP+9;CAP+9;17;115892;1
2;38 pts;12;37;2;38;08:30,9;08:30,9;37;115892;1
3;18 pts;13;42;1;18;34:04,6;34:04,6;42;115892;1
4;94 pts;18;3;1;94;01:34,1;01:34,1;3;115892;1
5;25 pts;12;22;1;25;506 rep;506;22;115892;1
6;;0;CUT;0;0;;;CUT;115892;1
7;;0;CUT;0;0;;;CUT;115892;1
8;;0;CUT;0;0;;;CUT;115892;1
9;;0;CUT;0;0;;;CUT;115892;1
10;;0;CUT;0;0;;;CUT;115892;1
11;;0;CUT;0;0;;;CUT;115892;1
12;;0;CUT;0;0;;;CUT;115892;1
1;92 pts;15;5;3;92;CAP;CAP;5;252691;1
2;31 pts;18;44;2;31;08:54,8;08:54,8;44;252691;1
3;38 pts;35;32;1;38;31:50,9;31:50,9;32;252691;1
4;20 pts;13;31;1;20;02:16,9;02:16,9;31;252691;1
5;56 pts;15;12;1;56;586 rep;586;12;252691;1
6;;0;CUT;0;0;;;CUT;252691;1
7;;0;CUT;0;0;;;CUT;252691;1
8;;0;CUT;0;0;;;CUT;252691;1
9;;0;CUT;0;0;;;CUT;252691;1
10;;0;CUT;0;0;;;CUT;252691;1
11;;0;CUT;0;0;;;CUT;252691;1
12;;0;CUT;0;0;;;CUT;252691;1
1;36 pts;31;39;3;36;CAP+17;CAP+17;39;93497;1
2;70 pts;22;16;1;70;07:16,9;07:16,9;16;93497;1
3;78 pts;37;12;1;78;29:20,2;29:20,2;12;93497;1
4;10 pts;20;36;2;10;02:38,6;02:38,6;36;93497;1
5;34 pts;2;19;1;34;545 rep;545;19;93497;1
6;;0;CUT;0;0;;;CUT;93497;1
7;;0;CUT;0;0;;;CUT;93497;1
8;;0;CUT;0;0;;;CUT;93497;1
9;;0;CUT;0;0;;;CUT;93497;1
10;;0;CUT;0;0;;;CUT;93497;1
11;;0;CUT;0;0;;;CUT;93497;1
12;;0;CUT;0;0;;;CUT;93497;1
1;52 pts;28;25;3;52;CAP+10;CAP+10;25;670000;1
2;88 pts;8;7;2;88;06:53,9;06:53,9;7;670000;1
3;24 pts;32;39;1;24;32:51,4;32:51,4;39;670000;1
4;55 pts;12;16;1;55;01:54,3;01:54,3;16;670000;1
5;7 pts;5;28;1;7;455 rep;455;28;670000;1
6;;0;CUT;0;0;;;CUT;670000;1
7;;0;CUT;0;0;;;CUT;670000;1
8;;0;CUT;0;0;;;CUT;670000;1
9;;0;CUT;0;0;;;CUT;670000;1
10;;0;CUT;0;0;;;CUT;670000;1
11;;0;CUT;0;0;;;CUT;670000;1
12;;0;CUT;0;0;;;CUT;670000;1
1;50 pts;40;26;3;50;CAP+11;CAP+11;26;245403;1
2;46 pts;33;29;2;46;07:52,1;07:52,1;29;245403;1
3;28 pts;11;37;1;28;32:15,4;32:15,4;37;245403;1
4;97 pts;2;2;1;97;01:34,1;01:34,1;2;245403;1
5;1 pts;11;30;1;1;436 rep;436;30;245403;1
6;;0;CUT;0;0;;;CUT;245403;1
7;;0;CUT;0;0;;;CUT;245403;1
8;;0;CUT;0;0;;;CUT;245403;1
9;;0;CUT;0;0;;;CUT;245403;1
10;;0;CUT;0;0;;;CUT;245403;1
11;;0;CUT;0;0;;;CUT;245403;1
12;;0;CUT;0;0;;;CUT;245403;1
1;31 pts;37;44;3;31;CAP+19;CAP+19;44;2088;1
